,scan_id,target_id,distractor_ids,utterance,stimulus_id,coarse_reference_type,reference_type,instance_type,anchors_types,anchor_ids,tokens,dataset,mentions_target_class,correct_guess,is_train,summarized_utterance,target_object,anchor_objects,referential_order,ref_objects_rel
357,scene0395_00,10,"[11, 12]",select the books that are far from the shoes,scene0395_00-books-3-10-11-12,horizontal,farthest,books,['shoes'],[9],"['select', 'the', 'books', 'that', 'are', 'far', 'from', 'the', 'shoes']",sr3d,True,True,True,select the books that are far from the shoes,book,"['shoe', 'book']","['shoe', 'book']","[['shoe', 'boots', 'slipper', 'sock', 'step', 'shoe rack', 'picture', 'object', 'tire', 'box', 'mouse'], ['book', 'picture', 'music book', 'magazine', 'block', 'box', 'card', 'paper', 'object', 'machine', 'board']]"
358,scene0093_01,21,[14],choose the keyboard that is in the center of the chair and the telephone,scene0093_01-keyboard-2-21-14,between,between,keyboard,"['chair', 'telephone']","[18, 22]","['choose', 'the', 'keyboard', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'chair', 'and', 'the', 'telephone']",sr3d,True,True,True,choose the keyboard that is in the center of the chair and the telephone,keyboard,"['chair', 'telephone', 'keyboard']","['chair', 'telephone', 'keyboard']","[['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch'], ['telephone', 'tv', 'mail', 'headphones', 'picture', 'remote', 'switch', 'iron', 'clock', 'block', 'pipe'], ['keyboard', 'keyboard piano', 'laptop', 'printer', 'controller', 'machine', 'picture', 'remote', 'heater', 'notepad', 'block']]"
359,scene0232_02,21,[9],"looking at the front of the toilet, pick the picture that is on the left side of the toilet",scene0232_02-picture-2-21-9,allocentric,left,picture,['toilet'],[4],"['looking', 'at', 'the', 'front', 'of', 'the', 'toilet', 'pick', 'the', 'picture', 'that', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'toilet']",sr3d,True,True,True,"looking at the front of the toilet, pick the picture that is on the left side of the toilet",picture,"['toilet', 'picture']","['toilet', 'picture']","[['toilet', 'toiletry', 'toilet paper', 'picture', 'bathroom stall', 'toilet brush', 'changing station', 'trash bin', 'closet', 'urinal', 'trash can'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light']]"
360,scene0340_02,28,[35],the lamp that is far away from the picture,scene0340_02-lamp-2-28-35,horizontal,farthest,lamp,['picture'],[39],"['the', 'lamp', 'that', 'is', 'far', 'away', 'from', 'the', 'picture']",sr3d,True,True,True,the lamp that is far away from the picture,lamp,"['picture', 'lamp']","['picture', 'lamp']","[['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light'], ['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin']]"
361,scene0456_01,17,[11],the window that is near the table,scene0456_01-window-2-17-11,horizontal,closest,window,['table'],[9],"['the', 'window', 'that', 'is', 'near', 'the', 'table']",sr3d,True,True,True,the window that is near the table,window,"['table', 'window']","['table', 'window']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
362,scene0615_00,28,[24],select the picture that is far from the plant,scene0615_00-picture-2-28-24,horizontal,farthest,picture,['plant'],[19],"['select', 'the', 'picture', 'that', 'is', 'far', 'from', 'the', 'plant']",sr3d,True,True,True,select the picture that is far from the plant,picture,"['plant', 'picture']","['plant', 'picture']","[['plant', 'pot', 'potted plant', 'picture', 'flowerpot', 'decoration', 'can', 'block', 'fish', 'object', 'container'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light']]"
363,scene0286_00,15,[10],the nightstand with a lamp on its top,scene0286_00-nightstand-2-15-10,support,supporting,nightstand,['lamp'],[20],"['the', 'nightstand', 'with', 'a', 'lamp', 'on', 'its', 'top']",sr3d,True,True,True,the nightstand with a lamp on its top,nightstand,"['lamp', 'nightstand']","['lamp', 'nightstand']","[['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin'], ['nightstand', 'side table', 'end table', 'drawer', 'table', 'dresser', 'tv stand', 'desk', 'bookshelf', 'coffee table', 'night light']]"
364,scene0547_02,18,[55],select the trash can that is far away from the ladder,scene0547_02-trash_can-2-18-55,horizontal,farthest,trash can,['ladder'],[5],"['select', 'the', 'trash', 'can', 'that', 'is', 'far', 'away', 'from', 'the', 'ladder']",sr3d,True,True,True,select the trash can that is far away from the ladder,trash can,"['ladder', 'trash can']","['ladder', 'trash can']","[['ladder', 'folded ladder', 'stepladder', 'stair', 'staircase', 'hanging', 'step', 'structure', 'scale', 'handrail', 'stair rail'], ['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container']]"
365,scene0142_01,25,[10],find the chair that is close to the computer tower,scene0142_01-chair-2-25-10,horizontal,closest,chair,['computer tower'],[2],"['find', 'the', 'chair', 'that', 'is', 'close', 'to', 'the', 'computer', 'tower']",sr3d,True,True,True,find the chair that is close to the computer tower,chair,"['computer tower', 'chair']","['computer tower', 'chair']","[['computer tower', 'laptop', 'media center', 'printer', 'copier', 'structure', 'machine', 'tv', 'elevator', 'boiler', 'exercise machine'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
366,scene0567_00,22,[23],select the light that is far away from the radiator,scene0567_00-light-2-22-23,horizontal,farthest,light,['radiator'],[0],"['select', 'the', 'light', 'that', 'is', 'far', 'away', 'from', 'the', 'radiator']",sr3d,True,True,True,select the light that is far away from the radiator,light,"['radiator', 'light']","['radiator', 'light']","[['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail'], ['light', 'night light', 'picture', 'star', 'object', 'machine', 'heater', 'switch', 'candle', 'film light', 'block']]"
367,scene0211_00,26,[3],select the file cabinet that is farthest from the door,scene0211_00-file_cabinet-2-26-3,horizontal,farthest,file cabinet,['door'],[9],"['select', 'the', 'file', 'cabinet', 'that', 'is', 'farthest', 'from', 'the', 'door']",sr3d,True,True,True,select the file cabinet that is farthest from the door,file cabinet,"['door', 'file cabinet']","['door', 'file cabinet']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['file cabinet', 'cabinet', 'cabinet door', 'file organizer', 'wardrobe cabinet', 'storage bin', 'drawer', 'kitchen cabinet', 'storage box', 'bathroom cabinet', 'folder']]"
368,scene0592_00,14,[37],choose the door that is farthest from the copier,scene0592_00-door-2-14-37,horizontal,farthest,door,['copier'],[6],"['choose', 'the', 'door', 'that', 'is', 'farthest', 'from', 'the', 'copier']",sr3d,True,True,True,choose the door that is farthest from the copier,door,"['copier', 'door']","['copier', 'door']","[['copier', 'printer', 'paper', 'picture', 'machine', 'mail', 'scanner', 'heater', 'folder', 'object', 'block'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
369,scene0288_00,35,[12],the door that is near the table,scene0288_00-door-2-35-12,horizontal,closest,door,['table'],[4],"['the', 'door', 'that', 'is', 'near', 'the', 'table']",sr3d,True,True,True,the door that is near the table,door,"['table', 'door']","['table', 'door']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
370,scene0673_00,10,"[58, 63]",choose the backpack that is farthest from the ottoman,scene0673_00-backpack-3-10-58-63,horizontal,farthest,backpack,['ottoman'],[31],"['choose', 'the', 'backpack', 'that', 'is', 'farthest', 'from', 'the', 'ottoman']",sr3d,True,True,True,choose the backpack that is farthest from the ottoman,backpack,"['ottoman', 'backpack']","['ottoman', 'backpack']","[['ottoman', 'chair', 'furniture', 'tv', 'bin', 'cap', 'can', 'sofa', 'salt', 'mat', 'couch'], ['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag']]"
371,scene0584_02,14,"[5, 12]",choose the window that is farthest from the door,scene0584_02-window-3-14-5-12,horizontal,farthest,window,['door'],[4],"['choose', 'the', 'window', 'that', 'is', 'farthest', 'from', 'the', 'door']",sr3d,True,True,True,choose the window that is farthest from the door,window,"['door', 'window']","['door', 'window']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
372,scene0279_00,25,"[19, 21, 22]",select the lamp that is close to the couch,scene0279_00-lamp-4-25-19-21-22,horizontal,closest,lamp,['couch'],[3],"['select', 'the', 'lamp', 'that', 'is', 'close', 'to', 'the', 'couch']",sr3d,True,True,True,select the lamp that is close to the couch,lamp,"['couch', 'lamp']","['couch', 'lamp']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin']]"
373,scene0002_00,35,"[31, 33, 34]",select the cabinet that is far away from the refrigerator,scene0002_00-cabinet-4-35-31-33-34,horizontal,farthest,cabinet,['refrigerator'],[55],"['select', 'the', 'cabinet', 'that', 'is', 'far', 'away', 'from', 'the', 'refrigerator']",sr3d,True,True,True,select the cabinet that is far away from the refrigerator,cabinet,"['refrigerator', 'cabinet']","['refrigerator', 'cabinet']","[['refrigerator', 'mini fridge', 'vending machine', 'cabinet door', 'kitchen cabinet', 'file cabinet', 'cabinet', 'door', 'oven', 'tv', 'bathroom cabinet'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
374,scene0514_01,5,[21],select the table that is close to the radiator,scene0514_01-table-2-5-21,horizontal,closest,table,['radiator'],[9],"['select', 'the', 'table', 'that', 'is', 'close', 'to', 'the', 'radiator']",sr3d,True,True,True,select the table that is close to the radiator,table,"['radiator', 'table']","['radiator', 'table']","[['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
375,scene0443_00,17,[29],find the keyboard that is close to the ottoman,scene0443_00-keyboard-2-17-29,horizontal,closest,keyboard,['ottoman'],[9],"['find', 'the', 'keyboard', 'that', 'is', 'close', 'to', 'the', 'ottoman']",sr3d,True,True,True,find the keyboard that is close to the ottoman,keyboard,"['ottoman', 'keyboard']","['ottoman', 'keyboard']","[['ottoman', 'chair', 'furniture', 'tv', 'bin', 'cap', 'can', 'sofa', 'salt', 'mat', 'couch'], ['keyboard', 'keyboard piano', 'laptop', 'printer', 'controller', 'machine', 'picture', 'remote', 'heater', 'notepad', 'block']]"
376,scene0521_00,16,"[22, 46]",select the curtain that is farthest from the light,scene0521_00-curtain-3-16-22-46,horizontal,farthest,curtain,['light'],[48],"['select', 'the', 'curtain', 'that', 'is', 'farthest', 'from', 'the', 'light']",sr3d,True,True,True,select the curtain that is farthest from the light,curtain,"['light', 'curtain']","['light', 'curtain']","[['light', 'night light', 'picture', 'star', 'object', 'machine', 'heater', 'switch', 'candle', 'film light', 'block'], ['curtain', 'curtain rod', 'cloth', 'shower curtain', 'blinds', 'blanket', 'window', 'decoration', 'screen', 'wall hanging', 'toilet paper']]"
377,scene0002_00,38,[37],choose the window that is far away from the printer,scene0002_00-window-2-38-37,horizontal,farthest,window,['printer'],[63],"['choose', 'the', 'window', 'that', 'is', 'far', 'away', 'from', 'the', 'printer']",sr3d,True,True,True,choose the window that is far away from the printer,window,"['printer', 'window']","['printer', 'window']","[['printer', 'copier', 'paper', 'scanner', 'machine', 'picture', 'mail', 'keyboard', 'coffee maker', 'laptop', 'heater'], ['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
378,scene0611_00,13,[12],choose the door that is far away from the whiteboard,scene0611_00-door-2-13-12,horizontal,farthest,door,['whiteboard'],[18],"['choose', 'the', 'door', 'that', 'is', 'far', 'away', 'from', 'the', 'whiteboard']",sr3d,True,True,True,choose the door that is far away from the whiteboard,door,"['whiteboard', 'door']","['whiteboard', 'door']","[['whiteboard', 'board', 'blackboard', 'sign', 'painting', 'whiteboard eraser', 'picture', 'bulletin board', 'notepad', 'display', 'cardboard'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
379,scene0341_01,51,"[38, 50]",choose the office chair that is next to the keyboard,scene0341_01-office_chair-3-51-38-50,horizontal,closest,office chair,['keyboard'],[12],"['choose', 'the', 'office', 'chair', 'that', 'is', 'next', 'to', 'the', 'keyboard']",sr3d,True,True,True,choose the office chair that is next to the keyboard,office chair,"['keyboard', 'office chair']","['keyboard', 'office chair']","[['keyboard', 'keyboard piano', 'laptop', 'printer', 'controller', 'machine', 'picture', 'remote', 'heater', 'notepad', 'block'], ['office chair', 'chair', 'armchair', 'furniture', 'folded chair', 'rocking chair', 'carseat', 'sofa chair', 'massage chair', 'exercise bike', 'seat']]"
380,scene0320_03,11,[12],choose the desk that is closer to the backpack,scene0320_03-desk-2-11-12,horizontal,closest,desk,['backpack'],[16],"['choose', 'the', 'desk', 'that', 'is', 'closer', 'to', 'the', 'backpack']",sr3d,True,True,True,choose the desk that is closer to the backpack,desk,"['backpack', 'desk']","['backpack', 'desk']","[['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag'], ['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer']]"
381,scene0656_00,28,"[16, 17]",the picture that is near the bookshelf,scene0656_00-picture-3-28-16-17,horizontal,closest,picture,['bookshelf'],[2],"['the', 'picture', 'that', 'is', 'near', 'the', 'bookshelf']",sr3d,True,True,True,the picture that is near the bookshelf,picture,"['bookshelf', 'picture']","['bookshelf', 'picture']","[['bookshelf', 'shelf', 'closet shelf', 'storage shelf', 'wardrobe cabinet', 'pantry shelf', 'closet', 'kitchen cabinet', 'cabinet', 'wardrobe closet', 'display case'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light']]"
382,scene0525_00,39,[40],choose the door that is close to the trash can,scene0525_00-door-2-39-40,horizontal,closest,door,['trash can'],[65],"['choose', 'the', 'door', 'that', 'is', 'close', 'to', 'the', 'trash', 'can']",sr3d,True,True,True,choose the door that is close to the trash can,door,"['trash can', 'door']","['trash can', 'door']","[['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
383,scene0181_02,29,"[8, 16, 28]",choose the kitchen cabinets that are near the shelf,scene0181_02-kitchen_cabinets-4-29-8-16-28,horizontal,closest,kitchen cabinets,['shelf'],[33],"['choose', 'the', 'kitchen', 'cabinets', 'that', 'are', 'near', 'the', 'shelf']",sr3d,True,True,True,choose the kitchen cabinets that are near the shelf,kitchen cabinet,"['shelf', 'kitchen cabinet']","['shelf', 'kitchen cabinet']","[['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure'], ['kitchen cabinet', 'cabinet', 'kitchen counter', 'bathroom cabinet', 'cabinet door', 'kitchen island', 'wardrobe cabinet', 'drawer', 'file cabinet', 'bookshelf', 'counter']]"
384,scene0392_01,44,[23],the cabinet that is next to the toilet paper,scene0392_01-cabinet-2-44-23,horizontal,closest,cabinet,['toilet paper'],[45],"['the', 'cabinet', 'that', 'is', 'next', 'to', 'the', 'toilet', 'paper']",sr3d,True,True,True,the cabinet that is next to the toilet paper,cabinet,"['toilet paper', 'cabinet']","['toilet paper', 'cabinet']","[['toilet paper', 'paper towel', 'paper', 'toilet', 'toilet paper holder', 'paper towel roll', 'toilet paper dispenser', 'toiletry', 'cloth', 'toilet brush', 'trash can'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
385,scene0137_02,38,"[7, 34, 35]",choose the door that is closer to the nightstand,scene0137_02-door-4-38-7-34-35,horizontal,closest,door,['nightstand'],[3],"['choose', 'the', 'door', 'that', 'is', 'closer', 'to', 'the', 'nightstand']",sr3d,True,True,True,choose the door that is closer to the nightstand,door,"['nightstand', 'door']","['nightstand', 'door']","[['nightstand', 'side table', 'end table', 'drawer', 'table', 'dresser', 'tv stand', 'desk', 'bookshelf', 'coffee table', 'night light'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
386,scene0440_02,17,[8],find the shelf that is close to the window,scene0440_02-shelf-2-17-8,horizontal,closest,shelf,['window'],[22],"['find', 'the', 'shelf', 'that', 'is', 'close', 'to', 'the', 'window']",sr3d,True,True,True,find the shelf that is close to the window,shelf,"['window', 'shelf']","['window', 'shelf']","[['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent'], ['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure']]"
387,scene0416_04,34,"[7, 17]",choose the door that is between the bathroom vanity and the box,scene0416_04-door-3-34-7-17,between,between,door,"['bathroom vanity', 'box']","[3, 49]","['choose', 'the', 'door', 'that', 'is', 'between', 'the', 'bathroom', 'vanity', 'and', 'the', 'box']",sr3d,True,True,True,choose the door that is between the bathroom vanity and the box,door,"['bathroom vanity', 'box', 'door']","['bathroom vanity', 'box', 'door']","[['bathroom vanity', 'bathroom counter', 'bathroom cabinet', 'bathroom stall', 'toilet', 'toiletry', 'bath products', 'wardrobe closet', 'sink', 'shower door', 'changing station'], ['box', 'covered box', 'container', 'storage box', 'case', 'picture', 'block', 'toolbox', 'mail', 'coffee box', 'crate'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
388,scene0051_00,25,[26],choose the chair that is between the table and the bookshelf,scene0051_00-chair-2-25-26,between,between,chair,"['table', 'bookshelf']","[4, 9]","['choose', 'the', 'chair', 'that', 'is', 'between', 'the', 'table', 'and', 'the', 'bookshelf']",sr3d,True,True,True,choose the chair that is between the table and the bookshelf,chair,"['table', 'bookshelf', 'chair']","['table', 'bookshelf', 'chair']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['bookshelf', 'shelf', 'closet shelf', 'storage shelf', 'wardrobe cabinet', 'pantry shelf', 'closet', 'kitchen cabinet', 'cabinet', 'wardrobe closet', 'display case'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
389,scene0404_00,2,[3],the shelf that is over the table,scene0404_00-shelf-2-2-3,vertical,above,shelf,['table'],[7],"['the', 'shelf', 'that', 'is', 'over', 'the', 'table']",sr3d,True,True,True,the shelf that is over the table,shelf,"['table', 'shelf']","['table', 'shelf']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure']]"
390,scene0603_01,37,"[21, 41]",select the laptop that is on the shelf,scene0603_01-laptop-3-37-21-41,support,supported-by,laptop,['shelf'],[35],"['select', 'the', 'laptop', 'that', 'is', 'on', 'the', 'shelf']",sr3d,True,True,True,select the laptop that is on the shelf,laptop,"['shelf', 'laptop']","['shelf', 'laptop']","[['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure'], ['laptop', 'keyboard', 'notepad', 'printer', 'tv', 'picture', 'machine', 'mail', 'controller', 'copier', 'folder']]"
391,scene0395_02,8,[31],the shelf that is close to the door,scene0395_02-shelf-2-8-31,horizontal,closest,shelf,['door'],[19],"['the', 'shelf', 'that', 'is', 'close', 'to', 'the', 'door']",sr3d,True,True,True,the shelf that is close to the door,shelf,"['door', 'shelf']","['door', 'shelf']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure']]"
392,scene0673_01,31,[17],the bag that is far from the bookshelf,scene0673_01-bag-2-31-17,horizontal,farthest,bag,['bookshelf'],[5],"['the', 'bag', 'that', 'is', 'far', 'from', 'the', 'bookshelf']",sr3d,True,True,True,the bag that is far from the bookshelf,bag,"['bookshelf', 'bag']","['bookshelf', 'bag']","[['bookshelf', 'shelf', 'closet shelf', 'storage shelf', 'wardrobe cabinet', 'pantry shelf', 'closet', 'kitchen cabinet', 'cabinet', 'wardrobe closet', 'display case'], ['bag', 'food bag', 'purse', 'backpack', 'shopping bag', 'grocery bag', 'duffel bag', 'luggage', 'paper bag', 'mail', 'trash bag']]"
393,scene0209_00,3,"[30, 38]",the lamp that is far away from the curtain,scene0209_00-lamp-3-3-30-38,horizontal,farthest,lamp,['curtain'],[4],"['the', 'lamp', 'that', 'is', 'far', 'away', 'from', 'the', 'curtain']",sr3d,True,True,True,the lamp that is far away from the curtain,lamp,"['curtain', 'lamp']","['curtain', 'lamp']","[['curtain', 'curtain rod', 'cloth', 'shower curtain', 'blinds', 'blanket', 'window', 'decoration', 'screen', 'wall hanging', 'toilet paper'], ['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin']]"
394,scene0673_05,71,"[5, 15, 49]",find the door that is far from the coffee table,scene0673_05-door-4-71-5-15-49,horizontal,farthest,door,['coffee table'],[18],"['find', 'the', 'door', 'that', 'is', 'far', 'from', 'the', 'coffee', 'table']",sr3d,True,True,True,find the door that is far from the coffee table,door,"['coffee table', 'door']","['coffee table', 'door']","[['coffee table', 'side table', 'end table', 'table', 'dining table', 'tv stand', 'folded table', 'furniture', 'round table', 'kitchen island', 'pool table'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
395,scene0680_00,4,"[2, 3]",select the office chair that is far from the window,scene0680_00-office_chair-3-4-2-3,horizontal,farthest,office chair,['window'],[16],"['select', 'the', 'office', 'chair', 'that', 'is', 'far', 'from', 'the', 'window']",sr3d,True,True,True,select the office chair that is far from the window,office chair,"['window', 'office chair']","['window', 'office chair']","[['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent'], ['office chair', 'chair', 'armchair', 'furniture', 'folded chair', 'rocking chair', 'carseat', 'sofa chair', 'massage chair', 'exercise bike', 'seat']]"
396,scene0521_00,47,"[0, 23]",the window that is farthest from the bed,scene0521_00-window-3-47-0-23,horizontal,farthest,window,['bed'],[2],"['the', 'window', 'that', 'is', 'farthest', 'from', 'the', 'bed']",sr3d,True,True,True,the window that is farthest from the bed,window,"['bed', 'window']","['bed', 'window']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
397,scene0385_01,2,[1],choose the curtain that is close to the tv,scene0385_01-curtain-2-2-1,horizontal,closest,curtain,['tv'],[15],"['choose', 'the', 'curtain', 'that', 'is', 'close', 'to', 'the', 'tv']",sr3d,True,True,True,choose the curtain that is close to the tv,curtain,"['tv', 'curtain']","['tv', 'curtain']","[['tv', 'tv stand', 'fan', 'bar', 'car', 'picture', 'remote', 'monitor', 'mail', 'salt', 'laptop'], ['curtain', 'curtain rod', 'cloth', 'shower curtain', 'blinds', 'blanket', 'window', 'decoration', 'screen', 'wall hanging', 'toilet paper']]"
398,scene0679_00,35,[10],choose the backpack that is closer to the ottoman,scene0679_00-backpack-2-35-10,horizontal,closest,backpack,['ottoman'],[37],"['choose', 'the', 'backpack', 'that', 'is', 'closer', 'to', 'the', 'ottoman']",sr3d,True,True,True,choose the backpack that is closer to the ottoman,backpack,"['ottoman', 'backpack']","['ottoman', 'backpack']","[['ottoman', 'chair', 'furniture', 'tv', 'bin', 'cap', 'can', 'sofa', 'salt', 'mat', 'couch'], ['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag']]"
399,scene0041_00,5,"[4, 6, 7, 8]",select the table that is closer to the backpack,scene0041_00-table-5-5-4-6-7-8,horizontal,closest,table,['backpack'],[23],"['select', 'the', 'table', 'that', 'is', 'closer', 'to', 'the', 'backpack']",sr3d,True,True,True,select the table that is closer to the backpack,table,"['backpack', 'table']","['backpack', 'table']","[['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
400,scene0102_00,13,[24],select the door that is close to the bag,scene0102_00-door-2-13-24,horizontal,closest,door,['bag'],[37],"['select', 'the', 'door', 'that', 'is', 'close', 'to', 'the', 'bag']",sr3d,True,True,True,select the door that is close to the bag,door,"['bag', 'door']","['bag', 'door']","[['bag', 'food bag', 'purse', 'backpack', 'shopping bag', 'grocery bag', 'duffel bag', 'luggage', 'paper bag', 'mail', 'trash bag'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
401,scene0233_00,38,"[3, 44]",find the pillow that is closer to the laundry hamper,scene0233_00-pillow-3-38-3-44,horizontal,closest,pillow,['laundry hamper'],[26],"['find', 'the', 'pillow', 'that', 'is', 'closer', 'to', 'the', 'laundry', 'hamper']",sr3d,True,True,True,find the pillow that is closer to the laundry hamper,pillow,"['laundry hamper', 'pillow']","['laundry hamper', 'pillow']","[['laundry hamper', 'laundry basket', 'laundry bag', 'hamper', 'recycling bin', 'trash can', 'clothes dryer', 'trash bin', 'storage bin', 'washing machine', 'plastic storage bin'], ['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
