,index,stimulus_id,utterance,correct_guess,speaker_id,listener_id,scan_id,instance_type,target_id,tokens,dataset,mentions_target_class,uses_object_lang,uses_spatial_lang,uses_color_lang,uses_shape_lang,is_train,target_object,summarized_utterance,anchor_objects,referential_order,ref_objects_rel
307,26537,scene0679_00-curtain-2-11-12,The curtain that is two toned and takes up the whole wall,False,596,55,scene0679_00,curtain,11,"['the', 'curtain', 'that', 'is', 'two', 'toned', 'and', 'takes', 'up', 'the', 'whole', 'wall']",nr3d,True,True,True,False,False,True,curtain,the two-toned curtain covering the entire wall.,['wall'],"['wall', 'curtain']","[['wall', 'picture', 'machine', 'block', 'board', 'mail', 'case', 'salt', 'scale', 'decoration', 'ball'], ['curtain', 'curtain rod', 'cloth', 'shower curtain', 'blinds', 'blanket', 'window', 'decoration', 'screen', 'wall hanging', 'toilet paper']]"
308,14107,scene0600_00-laundry_hamper-2-6-7,The laundry hamper furthest from the room's door,True,390,564,scene0600_00,laundry hamper,6,"['the', 'laundry', 'hamper', 'farthest', 'from', 'the', 'room', ""'s"", 'door']",nr3d,True,True,True,False,False,True,laundry hamper,the furthest laundry hamper from the door.,['door'],"['door', 'laundry hamper']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['laundry hamper', 'laundry basket', 'laundry bag', 'hamper', 'recycling bin', 'trash can', 'clothes dryer', 'trash bin', 'storage bin', 'washing machine', 'plastic storage bin']]"
309,27141,scene0239_00-ottoman-2-17-16,The ottoman that is smooth.,True,564,648,scene0239_00,ottoman,17,"['the', 'ottoman', 'that', 'is', 'smooth']",nr3d,True,True,True,False,False,True,ottoman,the smooth ottoman.,[],['ottoman'],"[['ottoman', 'chair', 'furniture', 'tv', 'bin', 'cap', 'can', 'sofa', 'salt', 'mat', 'couch']]"
310,21382,scene0276_00-table-2-8-9,This table is next to the refrigerator.,True,295,623,scene0276_00,table,8,"['this', 'table', 'is', 'next', 'to', 'the', 'refrigerator']",nr3d,True,True,True,False,False,True,table,the table next to the refrigerator.,['refrigerator'],"['refrigerator', 'table']","[['refrigerator', 'mini fridge', 'vending machine', 'cabinet door', 'kitchen cabinet', 'file cabinet', 'cabinet', 'door', 'oven', 'tv', 'bathroom cabinet'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
311,28347,scene0630_00-box-2-25-27,NOT the box on the floor.,True,714,648,scene0630_00,box,25,"['not', 'the', 'box', 'on', 'the', 'floor']",nr3d,True,True,True,False,False,True,box,the box.,[],['box'],"[['box', 'covered box', 'container', 'storage box', 'case', 'picture', 'block', 'toolbox', 'mail', 'coffee box', 'crate']]"
312,8999,scene0687_00-kitchen_cabinets-2-1-3,The lower of the cabinets.,True,564,661,scene0687_00,kitchen cabinets,1,"['the', 'lower', 'of', 'the', 'cabinets']",nr3d,True,True,True,False,False,True,cabinet,the lower cabinet.,[],['cabinet'],"[['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
313,6416,scene0250_00-plant-3-44-45-46,It is the plant next to the toilet.,True,56,232,scene0250_00,plant,44,"['it', 'is', 'the', 'plant', 'next', 'to', 'the', 'toilet']",nr3d,True,True,False,False,False,True,plant,the plant next to the toilet.,['toilet'],"['toilet', 'plant']","[['toilet', 'toiletry', 'toilet paper', 'picture', 'bathroom stall', 'toilet brush', 'changing station', 'trash bin', 'closet', 'urinal', 'trash can'], ['plant', 'pot', 'potted plant', 'picture', 'flowerpot', 'decoration', 'can', 'block', 'fish', 'object', 'container']]"
314,1721,scene0394_00-towel-6-25-26-27-28-29-30,"of the two towels by the sink, the one on the left",False,224,475,scene0394_00,towel,25,"['of', 'the', 'two', 'towels', 'by', 'the', 'sink', 'the', 'one', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True,towel,the towel on the left by the sink.,['sink'],"['sink', 'towel']","[['sink', 'soap dish', 'toilet', 'bathroom counter', 'soap', 'boat', 'counter', 'washing machine', 'picture', 'water fountain', 'bath products'], ['towel', 'hand towel', 'washcloth', 'blanket', 'cloth', 'paper towel', 'shower', 'bathrobe', 'laundry bag', 'toilet paper', 'sock']]"
315,23792,scene0273_00-couch-4-1-0-17-18,the couch with the wall tapestry above it.,True,96,30,scene0273_00,couch,1,"['the', 'couch', 'with', 'the', 'wall', 'tapestry', 'above', 'it']",nr3d,True,True,True,False,False,True,couch,the couch with the wall tapestry above it.,"['wall', 'wall hanging']","['wall', 'wall hanging', 'couch']","[['wall', 'picture', 'machine', 'block', 'board', 'mail', 'case', 'salt', 'scale', 'decoration', 'ball'], ['wall hanging', 'decoration', 'bulletin board', 'hanging', 'display', 'headboard', 'poster', 'sign', 'door wall', 'rolled poster', 'picture'], ['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat']]"
316,1637,scene0584_00-box-2-27-28,"facing the blue art on the wall, pick the box that is closer to you.",True,384,47,scene0584_00,box,27,"['facing', 'the', 'blue', 'art', 'on', 'the', 'wall', 'pick', 'the', 'box', 'that', 'is', 'closer', 'to', 'you']",nr3d,True,True,True,True,False,True,box,the box closer to you facing the blue art on the wall.,"['salt', 'wall']","['salt', 'wall', 'box']","[['salt', 'picture', 'can', 'wig', 'scale', 'tap', 'block', 'fan', 'mail', 'mat', 'cap'], ['wall', 'picture', 'machine', 'block', 'board', 'mail', 'case', 'salt', 'scale', 'decoration', 'ball'], ['box', 'covered box', 'container', 'storage box', 'case', 'picture', 'block', 'toolbox', 'mail', 'coffee box', 'crate']]"
317,16554,scene0117_00-cup-2-35-34,It is the first cup on the wall closest to the calendar,True,529,589,scene0117_00,cup,35,"['it', 'is', 'the', 'first', 'cup', 'on', 'the', 'wall', 'closest', 'to', 'the', 'calendar']",nr3d,True,True,True,False,False,True,cup,the first cup closest to the calendar on the wall.,['wall'],"['wall', 'calendar', 'cup']","[['wall', 'picture', 'machine', 'block', 'board', 'mail', 'case', 'salt', 'scale', 'decoration', 'ball'], ['calendar', 'magazine', 'clock', 'poster', 'mail', 'postcard', 'tv', 'card', 'music book', 'picture', 'fan'], ['cup', 'mug', 'pot', 'coffee mug', 'bowl', 'picture', 'candle', 'object', 'bucket', 'teapot', 'can']]"
318,19787,scene0211_00-bookshelf-2-1-17,The bookshelf by the clock on the wall,False,596,230,scene0211_00,bookshelf,1,"['the', 'bookshelf', 'by', 'the', 'clock', 'on', 'the', 'wall']",nr3d,True,True,True,False,False,True,bookshelf,the bookshelf by the clock.,['clock'],"['clock', 'bookshelf']","[['clock', 'alarm clock', 'alarm', 'picture', 'wheel', 'machine', 'block', 'object', 'switch', 'scale', 'box'], ['bookshelf', 'shelf', 'closet shelf', 'storage shelf', 'wardrobe cabinet', 'pantry shelf', 'closet', 'kitchen cabinet', 'cabinet', 'wardrobe closet', 'display case']]"
319,1359,scene0635_00-box-5-37-1-5-25-28,the box in the middle of the room,True,224,648,scene0635_00,box,37,"['the', 'box', 'in', 'the', 'middle', 'of', 'the', 'room']",nr3d,True,True,True,False,False,True,box,the box in the middle of the room.,[],['box'],"[['box', 'covered box', 'container', 'storage box', 'case', 'picture', 'block', 'toolbox', 'mail', 'coffee box', 'crate']]"
320,27181,scene0440_00-dresser-2-16-17,"Facing the window, the dresser on the left.",True,564,710,scene0440_00,dresser,16,"['facing', 'the', 'window', 'the', 'dresser', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True,dresser,the dresser on the left.,[],['dresser'],"[['dresser', 'drawer', 'wardrobe cabinet', 'cabinet', 'tv stand', 'wardrobe closet', 'bookshelf', 'nightstand', 'shelf', 'kitchen cabinet', 'closet']]"
321,18323,scene0370_00-door-3-40-11-28,door that signifies the bathroom,True,648,99,scene0370_00,door,40,"['door', 'that', 'signifies', 'the', 'bathroom']",nr3d,True,True,True,False,False,True,door,the bathroom door.,['toilet'],"['toilet', 'door']","[['toilet', 'toiletry', 'toilet paper', 'picture', 'bathroom stall', 'toilet brush', 'changing station', 'trash bin', 'closet', 'urinal', 'trash can'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
322,18645,scene0425_00-dresser-2-19-30,The darker of the two dressers.,True,329,127,scene0425_00,dresser,19,"['the', 'darker', 'of', 'the', 'two', 'dressers']",nr3d,True,True,False,True,False,True,dresser,the darker dresser.,[],['dresser'],"[['dresser', 'drawer', 'wardrobe cabinet', 'cabinet', 'tv stand', 'wardrobe closet', 'bookshelf', 'nightstand', 'shelf', 'kitchen cabinet', 'closet']]"
323,3600,scene0410_00-towel-4-5-9-10-13,The towel on the bathtub.,True,564,127,scene0410_00,towel,5,"['the', 'towel', 'on', 'the', 'bathtub']",nr3d,True,True,True,False,False,True,towel,the towel on the bathtub.,['bathtub'],"['bathtub', 'towel']","[['bathtub', 'bath products', 'bath walls', 'urinal', 'shower', 'sink', 'shower floor', 'toilet', 'bed', 'bathroom counter', 'boat'], ['towel', 'hand towel', 'washcloth', 'blanket', 'cloth', 'paper towel', 'shower', 'bathrobe', 'laundry bag', 'toilet paper', 'sock']]"
324,17982,scene0555_00-desk-4-31-10-20-21,"Staring at the green wall, you want to look to the left. The desk on the left is the correct one.",True,67,610,scene0555_00,desk,31,"['staring', 'at', 'the', 'green', 'wall', 'you', 'want', 'to', 'look', 'to', 'the', 'left', 'the', 'desk', 'on', 'the', 'left', 'is', 'the', 'correct', 'one']",nr3d,True,True,True,True,False,True,desk,the desk on the left of the green wall.,['wall'],"['wall', 'desk']","[['wall', 'picture', 'machine', 'block', 'board', 'mail', 'case', 'salt', 'scale', 'decoration', 'ball'], ['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer']]"
325,26766,scene0687_00-recycling_bin-2-28-32,"The left trash can or ""middle"" box in the middle of the room with a blue cover and rectangular opening",True,67,629,scene0687_00,recycling bin,28,"['the', 'left', 'trash', 'can', 'or', 'middle', 'box', 'in', 'the', 'middle', 'of', 'the', 'room', 'with', 'a', 'blue', 'cover', 'and', 'rectangular', 'opening']",nr3d,True,True,True,True,True,True,trash can,the trash can with a blue cover and rectangular opening in the middle of the room.,[],['trash can'],"[['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container']]"
326,14115,scene0000_00-stool-4-28-29-30-31,"When looking at the stools in a row (looking at the back of the couch), the far left.",False,501,308,scene0000_00,stool,28,"['when', 'looking', 'at', 'the', 'stools', 'in', 'a', 'row', '(', 'looking', 'at', 'the', 'back', 'of', 'the', 'couch', ')', 'the', 'far', 'left']",nr3d,True,True,True,False,False,True,stool,the far left stool in a row (looking at the back of the couch).,['couch'],"['couch', 'stool']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['stool', 'stepstool', 'step stool', 'chair', 'footstool', 'side table', 'seat', 'office chair', 'furniture', 'end table', 'folded chair']]"
327,22989,scene0005_00-table-2-9-10,"looking in from the door, the table on the right.",True,94,702,scene0005_00,table,9,"['looking', 'in', 'from', 'the', 'door', 'the', 'table', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True,table,the table on the right when looking in from the door.,['door'],"['door', 'table']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
328,14570,scene0517_00-shelf-2-62-15,The smaller shelf that is attached to the desk.,True,506,471,scene0517_00,shelf,62,"['the', 'smaller', 'shelf', 'that', 'is', 'attached', 'to', 'the', 'desk']",nr3d,True,True,True,False,True,True,shelf,the smaller shelf attached to the desk.,['desk'],"['desk', 'shelf']","[['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer'], ['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure']]"
329,12805,scene0688_00-sign-4-14-6-15-24,larger sign to the left of the bed.,True,94,670,scene0688_00,sign,14,"['larger', 'sign', 'to', 'the', 'left', 'of', 'the', 'bed']",nr3d,True,True,True,False,True,True,sign,the sign to the left of the bed.,['bed'],"['bed', 'sign']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['sign', 'poster', 'picture', 'display', 'board', 'card', 'stand', 'whiteboard', 'plate', 'block', 'postcard']]"
330,396,scene0023_00-table-3-5-3-4,pick the small table that is not surrounded by the big table,True,384,702,scene0023_00,table,5,"['pick', 'the', 'small', 'table', 'that', 'is', 'not', 'surrounded', 'by', 'the', 'big', 'table']",nr3d,True,True,True,False,True,True,table,the small table not surrounded by the big table.,[],['table'],"[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
331,1348,scene0265_00-towel-6-9-8-17-18-28-30,"When facing the bathroom door, choose the towel above the bathtub that is on the left, closest to the door.",True,183,45,scene0265_00,towel,9,"['when', 'facing', 'the', 'bathroom', 'door', 'choose', 'the', 'towel', 'above', 'the', 'bathtub', 'that', 'is', 'on', 'the', 'left', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,True,towel,"the towel above the bathtub on the left, closest to the door.","['bathtub', 'door']","['bathtub', 'door', 'towel']","[['bathtub', 'bath products', 'bath walls', 'urinal', 'shower', 'sink', 'shower floor', 'toilet', 'bed', 'bathroom counter', 'boat'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['towel', 'hand towel', 'washcloth', 'blanket', 'cloth', 'paper towel', 'shower', 'bathrobe', 'laundry bag', 'toilet paper', 'sock']]"
332,16528,scene0567_00-picture-3-27-19-26,framed picture above the bed,True,400,56,scene0567_00,picture,27,"['framed', 'picture', 'above', 'the', 'bed']",nr3d,True,True,True,False,False,True,frame,the framed picture above the bed.,['bed'],"['bed', 'frame']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['frame', 'picture', 'structure', 'display', 'block', 'object', 'glass', 'case', 'stand', 'machine', 'card']]"
333,10277,scene0311_00-table-2-5-6,Choose the table that is between the two copy machines.,True,469,714,scene0311_00,table,5,"['choose', 'the', 'table', 'that', 'is', 'between', 'the', 'two', 'copy', 'machines']",nr3d,True,True,True,False,False,True,table,the table between the two copy machines.,['copier'],"['copier', 'table']","[['copier', 'printer', 'paper', 'picture', 'machine', 'mail', 'scanner', 'heater', 'folder', 'object', 'block'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
334,5529,scene0034_00-sink-2-21-33,this is the sink closest to the tub,True,162,362,scene0034_00,sink,21,"['this', 'is', 'the', 'sink', 'closest', 'to', 'the', 'tub']",nr3d,True,True,True,False,False,True,sink,the closest sink to the tub.,['bathtub'],"['bathtub', 'sink']","[['bathtub', 'bath products', 'bath walls', 'urinal', 'shower', 'sink', 'shower floor', 'toilet', 'bed', 'bathroom counter', 'boat'], ['sink', 'soap dish', 'toilet', 'bathroom counter', 'soap', 'boat', 'counter', 'washing machine', 'picture', 'water fountain', 'bath products']]"
335,15046,scene0168_00-cabinet-2-24-41,small yellow cabinet on the floor,True,534,7,scene0168_00,cabinet,24,"['small', 'yellow', 'cabinet', 'on', 'the', 'floor']",nr3d,True,True,True,True,True,True,cabinet,small yellow cabinet on the floor.,['floor'],"['floor', 'cabinet']","[['floor', 'closet floor', 'carpet', 'shower floor', 'step', 'picture', 'shoe', 'table', 'mat', 'scale', 'toilet'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
336,5296,scene0097_00-kitchen_cabinets-2-8-7,The bottom kitchen cabinet to the right of the sink.,True,181,353,scene0097_00,kitchen cabinets,8,"['the', 'bottom', 'kitchen', 'cabinet', 'to', 'the', 'right', 'of', 'the', 'sink']",nr3d,True,True,True,False,False,True,cabinet,the cabinet to the right of the sink.,['sink'],"['sink', 'cabinet']","[['sink', 'soap dish', 'toilet', 'bathroom counter', 'soap', 'boat', 'counter', 'washing machine', 'picture', 'water fountain', 'bath products'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
337,2565,scene0333_00-chair-2-2-11,The chair is behind the person,True,694,570,scene0333_00,chair,2,"['the', 'chair', 'is', 'behind', 'the', 'person']",nr3d,True,True,True,False,False,True,chair,the chair behind the person.,['person'],"['person', 'chair']","[['person', 'picture', 'object', 'machine', 'doll', 'case', 'block', 'paper', 'star', 'fish', 'mouse'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
338,5677,scene0159_00-picture-3-16-15-17,the middle picture.,True,94,179,scene0159_00,picture,16,"['the', 'middle', 'picture']",nr3d,True,True,True,False,False,True,picture,the middle picture.,[],['picture'],"[['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light']]"
339,18485,scene0017_00-file_cabinet-2-28-25,"Facing the window, the cabinet on the right.",True,672,564,scene0017_00,file cabinet,28,"['facing', 'the', 'window', 'the', 'cabinet', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True,cabinet,the cabinet on the right facing the window.,['window'],"['window', 'cabinet']","[['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
340,18110,scene0499_00-chair-5-26-23-24-25-27,The wooden chair in the corner,True,98,267,scene0499_00,chair,26,"['the', 'wooden', 'chair', 'in', 'the', 'corner']",nr3d,True,True,True,False,False,True,chair,the wooden chair in the corner.,[],['chair'],"[['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
341,23542,scene0317_00-office_chair-4-11-8-9-10,From the orange couch its the chair on the back left,True,596,187,scene0317_00,office chair,11,"['from', 'the', 'orange', 'couch', 'its', 'the', 'chair', 'on', 'the', 'back', 'left']",nr3d,True,True,True,True,False,True,chair,the chair on the back left from the orange couch.,['couch'],"['couch', 'chair']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
342,18501,scene0254_00-mirror-3-0-1-20,This mirror is located furthest from the door.,True,86,317,scene0254_00,mirror,0,"['this', 'mirror', 'is', 'located', 'farthest', 'from', 'the', 'door']",nr3d,True,True,True,False,False,True,mirror,the mirror furthest from the door.,['door'],"['door', 'mirror']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['mirror', 'mirror doors', 'glass', 'window', 'tv', 'frame', 'tap', 'door', 'bar', 'wig', 'car']]"
343,306,scene0637_00-chair-3-10-2-9,when looking at wall the chair is directly to the right of the other chair,False,127,451,scene0637_00,chair,10,"['when', 'looking', 'at', 'wall', 'the', 'chair', 'is', 'directly', 'to', 'the', 'right', 'of', 'the', 'other', 'chair']",nr3d,True,True,True,False,False,True,chair,the chair directly to the right of the other chair when looking at the wall.,['wall'],"['wall', 'chair']","[['wall', 'picture', 'machine', 'block', 'board', 'mail', 'case', 'salt', 'scale', 'decoration', 'ball'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
344,26756,scene0614_00-books-2-26-34,The book closest to the door.,True,564,525,scene0614_00,books,26,"['the', 'book', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,True,book,the book closest to the door.,['door'],"['door', 'book']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['book', 'picture', 'music book', 'magazine', 'block', 'box', 'card', 'paper', 'object', 'machine', 'board']]"
345,20551,scene0239_00-ottoman-2-16-17,the ottoman closer to the tables,True,98,111,scene0239_00,ottoman,16,"['the', 'ottoman', 'closer', 'to', 'the', 'tables']",nr3d,True,True,False,False,False,True,ottoman,the ottoman closer to the tables.,['table'],"['table', 'ottoman']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['ottoman', 'chair', 'furniture', 'tv', 'bin', 'cap', 'can', 'sofa', 'salt', 'mat', 'couch']]"
346,18417,scene0276_00-table-2-9-8,"The table that is just beside the bed, with two chairs on each end",True,717,610,scene0276_00,table,9,"['the', 'table', 'that', 'is', 'just', 'beside', 'the', 'bed', 'with', 'two', 'chairs', 'on', 'each', 'end']",nr3d,True,True,True,False,False,True,table,the table beside the bed with two chairs on each end.,"['bed', 'chair']","['bed', 'chair', 'table']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
347,914,scene0331_00-radiator-2-30-23,The small radiator next to the bed.,False,196,474,scene0331_00,radiator,30,"['the', 'small', 'radiator', 'next', 'to', 'the', 'bed']",nr3d,True,True,True,False,True,True,radiator,the small radiator next to the bed.,['bed'],"['bed', 'radiator']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail']]"
348,7557,scene0168_00-cabinet-2-24-41,The smaller cabinet near that is near the doorway.,True,468,132,scene0168_00,cabinet,24,"['the', 'smaller', 'cabinet', 'near', 'that', 'is', 'near', 'the', 'doorway']",nr3d,True,True,True,False,True,True,cabinet,the smaller cabinet near the doorway.,['door'],"['door', 'cabinet']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
349,22471,scene0279_00-nightstand-2-6-5,The nightstand next to the wall,True,596,331,scene0279_00,nightstand,6,"['the', 'nightstand', 'next', 'to', 'the', 'wall']",nr3d,True,True,False,False,False,True,nightstand,the nightstand next to the wall.,['wall'],"['wall', 'nightstand']","[['wall', 'picture', 'machine', 'block', 'board', 'mail', 'case', 'salt', 'scale', 'decoration', 'ball'], ['nightstand', 'side table', 'end table', 'drawer', 'table', 'dresser', 'tv stand', 'desk', 'bookshelf', 'coffee table', 'night light']]"
350,20135,scene0310_00-door-2-2-25,The smaller of the doors.,True,564,375,scene0310_00,door,2,"['the', 'smaller', 'of', 'the', 'doors']",nr3d,True,True,False,False,True,True,door,the smaller door.,[],['door'],"[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
351,11961,scene0151_00-door-4-39-18-34-37,a brown wooden door at the end of the hall.,False,461,132,scene0151_00,door,39,"['a', 'brown', 'wooden', 'door', 'at', 'the', 'end', 'of', 'the', 'hall']",nr3d,True,True,True,True,False,True,door,a brown wooden door at the end of the hall.,['picture'],"['picture', 'door']","[['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
352,16947,scene0315_00-plant-2-40-39,"Of the two plants behind the sectional couch, the taller one closer to the wall",True,717,29,scene0315_00,plant,40,"['of', 'the', 'two', 'plants', 'behind', 'the', 'sectional', 'couch', 'the', 'taller', 'one', 'closer', 'to', 'the', 'wall']",nr3d,True,True,True,False,True,True,plant,the taller plant behind the sectional couch closer to the wall.,"['couch', 'wall']","['couch', 'wall', 'plant']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['wall', 'picture', 'machine', 'block', 'board', 'mail', 'case', 'salt', 'scale', 'decoration', 'ball'], ['plant', 'pot', 'potted plant', 'picture', 'flowerpot', 'decoration', 'can', 'block', 'fish', 'object', 'container']]"
353,22759,scene0114_00-chair-4-4-2-3-5,The chair furthest from the door handle.,True,501,85,scene0114_00,chair,4,"['the', 'chair', 'farthest', 'from', 'the', 'door', 'handle']",nr3d,True,True,True,False,False,True,chair,the chair furthest from the door handle.,['door'],"['door', 'chair']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
354,18116,scene0375_00-toilet_paper-2-13-14,the toilet paper with paper hanging down from the roll.,False,327,230,scene0375_00,toilet paper,13,"['the', 'toilet', 'paper', 'with', 'paper', 'hanging', 'down', 'from', 'the', 'roll']",nr3d,True,True,True,False,False,True,toilet paper,the toilet paper with hanging paper.,['hanging'],"['hanging', 'toilet paper']","[['hanging', 'picture', 'decoration', 'machine', 'block', 'clip', 'structure', 'heater', 'display', 'frame', 'object'], ['toilet paper', 'paper towel', 'paper', 'toilet', 'toilet paper holder', 'paper towel roll', 'toilet paper dispenser', 'toiletry', 'cloth', 'toilet brush', 'trash can']]"
355,23421,scene0189_00-bench-6-4-1-2-3-6-25,This bench is one of the bigger benches. It is the middle one of the three larger benches.,True,595,540,scene0189_00,bench,4,"['this', 'bench', 'is', 'one', 'of', 'the', 'bigger', 'benches', 'it', 'is', 'the', 'middle', 'one', 'of', 'the', 'three', 'larger', 'benches']",nr3d,True,True,True,False,True,True,bench,the middle one of the three larger benches.,[],['bench'],"[['bench', 'table', 'chair', 'piano bench', 'armchair', 'couch', 'side table', 'seat', 'workbench', 'desk', 'furniture']]"
356,12475,scene0688_00-storage_bin-3-33-34-35,the top shelf  of the bins,True,67,190,scene0688_00,storage bin,33,"['the', 'top', 'shelf', 'of', 'the', 'bins']",nr3d,True,True,False,False,False,True,shelf,the top shelf of the bins.,['trash bin'],"['trash bin', 'shelf']","[['trash bin', 'trash can', 'plastic bin', 'recycling bin', 'storage bin', 'trash bag', 'garbage bag', 'bin', 'plastic storage bin', 'bucket', 'compost bin'], ['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure']]"
