,scan_id,target_id,distractor_ids,utterance,stimulus_id,coarse_reference_type,reference_type,instance_type,anchors_types,anchor_ids,tokens,dataset,mentions_target_class,correct_guess,is_train,summarized_utterance,target_object,anchor_objects,referential_order,ref_objects_rel
786,scene0492_00,22,[2],find the bathroom stall that is far away from the chair,scene0492_00-bathroom_stall-2-22-2,horizontal,farthest,bathroom stall,['chair'],[0],"['find', 'the', 'bathroom', 'stall', 'that', 'is', 'far', 'away', 'from', 'the', 'chair']",sr3d,True,True,True,find the bathroom stall that is far away from the chair,bathroom stall,"['chair', 'bathroom stall']","['chair', 'bathroom stall']","[['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch'], ['bathroom stall', 'bathroom stall door', 'toilet', 'bathroom cabinet', 'shower door', 'hand dryer', 'toilet paper dispenser', 'bathroom counter', 'shower wall', 'bathroom vanity', 'urinal']]"
787,scene0120_01,20,[21],find the trash can that is beside the stool,scene0120_01-trash_can-2-20-21,horizontal,closest,trash can,['stool'],[4],"['find', 'the', 'trash', 'can', 'that', 'is', 'beside', 'the', 'stool']",sr3d,True,True,True,find the trash can that is beside the stool,trash can,"['stool', 'trash can']","['stool', 'trash can']","[['stool', 'stepstool', 'step stool', 'chair', 'footstool', 'side table', 'seat', 'office chair', 'furniture', 'end table', 'folded chair'], ['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container']]"
788,scene0505_03,19,"[23, 28, 33, 35]",select the monitor that is on top of the table,scene0505_03-monitor-5-19-23-28-33-35,support,supported-by,monitor,['table'],[0],"['select', 'the', 'monitor', 'that', 'is', 'on', 'top', 'of', 'the', 'table']",sr3d,True,True,True,select the monitor that is on top of the table,monitor,"['table', 'monitor']","['table', 'monitor']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater']]"
789,scene0582_00,27,[26],find the office chair that is closer to the computer tower,scene0582_00-office_chair-2-27-26,horizontal,closest,office chair,['computer tower'],[45],"['find', 'the', 'office', 'chair', 'that', 'is', 'closer', 'to', 'the', 'computer', 'tower']",sr3d,True,True,True,find the office chair that is closer to the computer tower,office chair,"['computer tower', 'office chair']","['computer tower', 'office chair']","[['computer tower', 'laptop', 'media center', 'printer', 'copier', 'structure', 'machine', 'tv', 'elevator', 'boiler', 'exercise machine'], ['office chair', 'chair', 'armchair', 'furniture', 'folded chair', 'rocking chair', 'carseat', 'sofa chair', 'massage chair', 'exercise bike', 'seat']]"
790,scene0547_00,52,[0],the desk that is close to the couch,scene0547_00-desk-2-52-0,horizontal,closest,desk,['couch'],[48],"['the', 'desk', 'that', 'is', 'close', 'to', 'the', 'couch']",sr3d,True,True,True,the desk that is close to the couch,desk,"['couch', 'desk']","['couch', 'desk']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer']]"
791,scene0597_02,22,[16],choose the box that is near the paper towel dispenser,scene0597_02-box-2-22-16,horizontal,closest,box,['paper towel dispenser'],[27],"['choose', 'the', 'box', 'that', 'is', 'near', 'the', 'paper', 'towel', 'dispenser']",sr3d,True,True,True,choose the box that is near the paper towel dispenser,box,"['paper towel dispenser', 'box']","['paper towel dispenser', 'box']","[['paper towel dispenser', 'toilet paper dispenser', 'hand dryer', 'toilet paper holder', 'paper towel', 'toilet seat cover dispenser', 'soap dispenser', 'toilet paper', 'paper towel roll', 'hand towel', 'bathroom stall'], ['box', 'covered box', 'container', 'storage box', 'case', 'picture', 'block', 'toolbox', 'mail', 'coffee box', 'crate']]"
792,scene0597_00,39,[24],the trash can that is far from the copier,scene0597_00-trash_can-2-39-24,horizontal,farthest,trash can,['copier'],[22],"['the', 'trash', 'can', 'that', 'is', 'far', 'from', 'the', 'copier']",sr3d,True,True,True,the trash can that is far from the copier,trash can,"['copier', 'trash can']","['copier', 'trash can']","[['copier', 'printer', 'paper', 'picture', 'machine', 'mail', 'scanner', 'heater', 'folder', 'object', 'block'], ['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container']]"
793,scene0101_00,33,[34],the stool that is near the dresser,scene0101_00-stool-2-33-34,horizontal,closest,stool,['dresser'],[13],"['the', 'stool', 'that', 'is', 'near', 'the', 'dresser']",sr3d,True,True,True,the stool that is near the dresser,stool,"['dresser', 'stool']","['dresser', 'stool']","[['dresser', 'drawer', 'wardrobe cabinet', 'cabinet', 'tv stand', 'wardrobe closet', 'bookshelf', 'nightstand', 'shelf', 'kitchen cabinet', 'closet'], ['stool', 'stepstool', 'step stool', 'chair', 'footstool', 'side table', 'seat', 'office chair', 'furniture', 'end table', 'folded chair']]"
794,scene0024_00,57,[58],the lamp that is closer to the box,scene0024_00-lamp-2-57-58,horizontal,closest,lamp,['box'],[40],"['the', 'lamp', 'that', 'is', 'closer', 'to', 'the', 'box']",sr3d,True,True,True,the lamp that is closer to the box,lamp,"['box', 'lamp']","['box', 'lamp']","[['box', 'covered box', 'container', 'storage box', 'case', 'picture', 'block', 'toolbox', 'mail', 'coffee box', 'crate'], ['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin']]"
795,scene0409_01,5,[6],find the kitchen cabinet that is far from the cabinet,scene0409_01-kitchen_cabinet-2-5-6,horizontal,farthest,kitchen cabinet,['cabinet'],[13],"['find', 'the', 'kitchen', 'cabinet', 'that', 'is', 'far', 'from', 'the', 'cabinet']",sr3d,True,True,True,find the kitchen cabinet that is far from the cabinet,kitchen cabinet,"['cabinet', 'kitchen cabinet']","['cabinet', 'kitchen cabinet']","[['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board'], ['kitchen cabinet', 'cabinet', 'kitchen counter', 'bathroom cabinet', 'cabinet door', 'kitchen island', 'wardrobe cabinet', 'drawer', 'file cabinet', 'bookshelf', 'counter']]"
796,scene0603_00,38,"[21, 43]",choose the laptop that is lying on the shelf,scene0603_00-laptop-3-38-21-43,support,supported-by,laptop,['shelf'],[14],"['choose', 'the', 'laptop', 'that', 'is', 'lying', 'on', 'the', 'shelf']",sr3d,True,True,True,choose the laptop that is lying on the shelf,laptop,"['shelf', 'laptop']","['shelf', 'laptop']","[['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure'], ['laptop', 'keyboard', 'notepad', 'printer', 'tv', 'picture', 'machine', 'mail', 'controller', 'copier', 'folder']]"
797,scene0309_01,23,"[49, 50]",choose the chair that is far away from the copier,scene0309_01-chair-3-23-49-50,horizontal,farthest,chair,['copier'],[66],"['choose', 'the', 'chair', 'that', 'is', 'far', 'away', 'from', 'the', 'copier']",sr3d,True,True,True,choose the chair that is far away from the copier,chair,"['copier', 'chair']","['copier', 'chair']","[['copier', 'printer', 'paper', 'picture', 'machine', 'mail', 'scanner', 'heater', 'folder', 'object', 'block'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
798,scene0416_01,39,[22],select the suitcase that is farthest from the bathroom vanity,scene0416_01-suitcase-2-39-22,horizontal,farthest,suitcase,['bathroom vanity'],[60],"['select', 'the', 'suitcase', 'that', 'is', 'farthest', 'from', 'the', 'bathroom', 'vanity']",sr3d,True,True,True,select the suitcase that is farthest from the bathroom vanity,suitcase,"['bathroom vanity', 'suitcase']","['bathroom vanity', 'suitcase']","[['bathroom vanity', 'bathroom counter', 'bathroom cabinet', 'bathroom stall', 'toilet', 'toiletry', 'bath products', 'wardrobe closet', 'sink', 'shower door', 'changing station'], ['suitcase', 'luggage', 'briefcase', 'duffel bag', 'instrument case', 'case', 'box', 'lunch box', 'guitar case', 'backpack', 'toolbox']]"
799,scene0294_00,20,[5],select the table that is farthest from the ottoman,scene0294_00-table-2-20-5,horizontal,farthest,table,['ottoman'],[9],"['select', 'the', 'table', 'that', 'is', 'farthest', 'from', 'the', 'ottoman']",sr3d,True,True,True,select the table that is farthest from the ottoman,table,"['ottoman', 'table']","['ottoman', 'table']","[['ottoman', 'chair', 'furniture', 'tv', 'bin', 'cap', 'can', 'sofa', 'salt', 'mat', 'couch'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
800,scene0476_02,29,[19],select the telephone that is farthest from the computer tower,scene0476_02-telephone-2-29-19,horizontal,farthest,telephone,['computer tower'],[23],"['select', 'the', 'telephone', 'that', 'is', 'farthest', 'from', 'the', 'computer', 'tower']",sr3d,True,True,True,select the telephone that is farthest from the computer tower,telephone,"['computer tower', 'telephone']","['computer tower', 'telephone']","[['computer tower', 'laptop', 'media center', 'printer', 'copier', 'structure', 'machine', 'tv', 'elevator', 'boiler', 'exercise machine'], ['telephone', 'tv', 'mail', 'headphones', 'picture', 'remote', 'switch', 'iron', 'clock', 'block', 'pipe']]"
801,scene0151_01,10,[11],the coffee table that is between the radiator and the table,scene0151_01-coffee_table-2-10-11,between,between,coffee table,"['radiator', 'table']","[20, 24]","['the', 'coffee', 'table', 'that', 'is', 'between', 'the', 'radiator', 'and', 'the', 'table']",sr3d,True,True,True,the coffee table that is between the radiator and the table,coffee table,"['radiator', 'table', 'coffee table']","['radiator', 'table', 'coffee table']","[['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['coffee table', 'side table', 'end table', 'table', 'dining table', 'tv stand', 'folded table', 'furniture', 'round table', 'kitchen island', 'pool table']]"
802,scene0147_01,6,"[17, 24]",select the picture that is near the bag,scene0147_01-picture-3-6-17-24,horizontal,closest,picture,['bag'],[12],"['select', 'the', 'picture', 'that', 'is', 'near', 'the', 'bag']",sr3d,True,True,True,select the picture that is near the bag,picture,"['bag', 'picture']","['bag', 'picture']","[['bag', 'food bag', 'purse', 'backpack', 'shopping bag', 'grocery bag', 'duffel bag', 'luggage', 'paper bag', 'mail', 'trash bag'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light']]"
803,scene0250_01,36,"[5, 12]",choose the cabinet that is far from the counter,scene0250_01-cabinet-3-36-5-12,horizontal,farthest,cabinet,['counter'],[0],"['choose', 'the', 'cabinet', 'that', 'is', 'far', 'from', 'the', 'counter']",sr3d,True,True,True,choose the cabinet that is far from the counter,cabinet,"['counter', 'cabinet']","['counter', 'cabinet']","[['counter', 'kitchen counter', 'picture', 'stand', 'bathroom counter', 'block', 'display', 'table', 'object', 'machine', 'step'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
804,scene0047_00,15,"[20, 21, 41]",the door that is closer to the sink,scene0047_00-door-4-15-20-21-41,horizontal,closest,door,['sink'],[3],"['the', 'door', 'that', 'is', 'closer', 'to', 'the', 'sink']",sr3d,True,True,True,the door that is closer to the sink,door,"['sink', 'door']","['sink', 'door']","[['sink', 'soap dish', 'toilet', 'bathroom counter', 'soap', 'boat', 'counter', 'washing machine', 'picture', 'water fountain', 'bath products'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
805,scene0166_00,9,[43],select the lamp that is close to the cabinet,scene0166_00-lamp-2-9-43,horizontal,closest,lamp,['cabinet'],[20],"['select', 'the', 'lamp', 'that', 'is', 'close', 'to', 'the', 'cabinet']",sr3d,True,True,True,select the lamp that is close to the cabinet,lamp,"['cabinet', 'lamp']","['cabinet', 'lamp']","[['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board'], ['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin']]"
806,scene0168_01,45,"[43, 44]",choose the computer tower that is closer to the backpack,scene0168_01-computer_tower-3-45-43-44,horizontal,closest,computer tower,['backpack'],[35],"['choose', 'the', 'computer', 'tower', 'that', 'is', 'closer', 'to', 'the', 'backpack']",sr3d,True,True,True,choose the computer tower that is closer to the backpack,computer tower,"['backpack', 'computer tower']","['backpack', 'computer tower']","[['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag'], ['computer tower', 'laptop', 'media center', 'printer', 'copier', 'structure', 'machine', 'tv', 'elevator', 'boiler', 'exercise machine']]"
807,scene0679_01,32,[20],choose the backpack that is in the center of the sofa chair and the bed,scene0679_01-backpack-2-32-20,between,between,backpack,"['sofa chair', 'bed']","[9, 11]","['choose', 'the', 'backpack', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'sofa', 'chair', 'and', 'the', 'bed']",sr3d,True,True,True,choose the backpack that is in the center of the sofa chair and the bed,backpack,"['sofa chair', 'bed', 'backpack']","['sofa chair', 'bed', 'backpack']","[['sofa chair', 'sofa bed', 'sofa', 'chair', 'couch', 'couch cushions', 'armchair', 'folded chair', 'furniture', 'office chair', 'seat'], ['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag']]"
808,scene0597_02,22,[16],the box that is closer to the sink,scene0597_02-box-2-22-16,horizontal,closest,box,['sink'],[0],"['the', 'box', 'that', 'is', 'closer', 'to', 'the', 'sink']",sr3d,True,True,True,the box that is closer to the sink,box,"['sink', 'box']","['sink', 'box']","[['sink', 'soap dish', 'toilet', 'bathroom counter', 'soap', 'boat', 'counter', 'washing machine', 'picture', 'water fountain', 'bath products'], ['box', 'covered box', 'container', 'storage box', 'case', 'picture', 'block', 'toolbox', 'mail', 'coffee box', 'crate']]"
809,scene0630_04,20,"[4, 5, 6, 18, 42]",select the monitor that is close to the whiteboard,scene0630_04-monitor-6-20-4-5-6-18-42,horizontal,closest,monitor,['whiteboard'],[28],"['select', 'the', 'monitor', 'that', 'is', 'close', 'to', 'the', 'whiteboard']",sr3d,True,True,True,select the monitor that is close to the whiteboard,monitor,"['whiteboard', 'monitor']","['whiteboard', 'monitor']","[['whiteboard', 'board', 'blackboard', 'sign', 'painting', 'whiteboard eraser', 'picture', 'bulletin board', 'notepad', 'display', 'cardboard'], ['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater']]"
810,scene0392_01,43,[33],select the mirror that is far away from the shelf,scene0392_01-mirror-2-43-33,horizontal,farthest,mirror,['shelf'],[15],"['select', 'the', 'mirror', 'that', 'is', 'far', 'away', 'from', 'the', 'shelf']",sr3d,True,True,True,select the mirror that is far away from the shelf,mirror,"['shelf', 'mirror']","['shelf', 'mirror']","[['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure'], ['mirror', 'mirror doors', 'glass', 'window', 'tv', 'frame', 'tap', 'door', 'bar', 'wig', 'car']]"
811,scene0209_02,35,"[27, 28, 37]",find the door that is closer to the bag,scene0209_02-door-4-35-27-28-37,horizontal,closest,door,['bag'],[33],"['find', 'the', 'door', 'that', 'is', 'closer', 'to', 'the', 'bag']",sr3d,True,True,True,find the door that is closer to the bag,door,"['bag', 'door']","['bag', 'door']","[['bag', 'food bag', 'purse', 'backpack', 'shopping bag', 'grocery bag', 'duffel bag', 'luggage', 'paper bag', 'mail', 'trash bag'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
812,scene0101_03,49,[15],find the door that is far away from the shelf,scene0101_03-door-2-49-15,horizontal,farthest,door,['shelf'],[18],"['find', 'the', 'door', 'that', 'is', 'far', 'away', 'from', 'the', 'shelf']",sr3d,True,True,True,find the door that is far away from the shelf,door,"['shelf', 'door']","['shelf', 'door']","[['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
813,scene0305_01,16,[38],find the file cabinet that is farthest from the stool,scene0305_01-file_cabinet-2-16-38,horizontal,farthest,file cabinet,['stool'],[37],"['find', 'the', 'file', 'cabinet', 'that', 'is', 'farthest', 'from', 'the', 'stool']",sr3d,True,True,True,find the file cabinet that is farthest from the stool,file cabinet,"['stool', 'file cabinet']","['stool', 'file cabinet']","[['stool', 'stepstool', 'step stool', 'chair', 'footstool', 'side table', 'seat', 'office chair', 'furniture', 'end table', 'folded chair'], ['file cabinet', 'cabinet', 'cabinet door', 'file organizer', 'wardrobe cabinet', 'storage bin', 'drawer', 'kitchen cabinet', 'storage box', 'bathroom cabinet', 'folder']]"
814,scene0106_01,2,[9],find the couch that is between the window and the sink,scene0106_01-couch-2-2-9,between,between,couch,"['window', 'sink']","[8, 41]","['find', 'the', 'couch', 'that', 'is', 'between', 'the', 'window', 'and', 'the', 'sink']",sr3d,True,True,True,find the couch that is between the window and the sink,couch,"['window', 'sink', 'couch']","['window', 'sink', 'couch']","[['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent'], ['sink', 'soap dish', 'toilet', 'bathroom counter', 'soap', 'boat', 'counter', 'washing machine', 'picture', 'water fountain', 'bath products'], ['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat']]"
815,scene0392_00,33,[3],choose the cabinet that is far away from the desk,scene0392_00-cabinet-2-33-3,horizontal,farthest,cabinet,['desk'],[12],"['choose', 'the', 'cabinet', 'that', 'is', 'far', 'away', 'from', 'the', 'desk']",sr3d,True,True,True,choose the cabinet that is far away from the desk,cabinet,"['desk', 'cabinet']","['desk', 'cabinet']","[['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
816,scene0576_01,7,[8],the curtain that is near the bed,scene0576_01-curtain-2-7-8,horizontal,closest,curtain,['bed'],[4],"['the', 'curtain', 'that', 'is', 'near', 'the', 'bed']",sr3d,True,True,True,the curtain that is near the bed,curtain,"['bed', 'curtain']","['bed', 'curtain']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['curtain', 'curtain rod', 'cloth', 'shower curtain', 'blinds', 'blanket', 'window', 'decoration', 'screen', 'wall hanging', 'toilet paper']]"
817,scene0397_01,26,[20],the window that is farthest from the bed,scene0397_01-window-2-26-20,horizontal,farthest,window,['bed'],[1],"['the', 'window', 'that', 'is', 'farthest', 'from', 'the', 'bed']",sr3d,True,True,True,the window that is farthest from the bed,window,"['bed', 'window']","['bed', 'window']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
818,scene0515_00,10,[50],select the door that is farthest from the bathtub,scene0515_00-door-2-10-50,horizontal,farthest,door,['bathtub'],[73],"['select', 'the', 'door', 'that', 'is', 'farthest', 'from', 'the', 'bathtub']",sr3d,True,True,True,select the door that is farthest from the bathtub,door,"['bathtub', 'door']","['bathtub', 'door']","[['bathtub', 'bath products', 'bath walls', 'urinal', 'shower', 'sink', 'shower floor', 'toilet', 'bed', 'bathroom counter', 'boat'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
819,scene0515_00,0,[39],choose the sink that is far away from the desk,scene0515_00-sink-2-0-39,horizontal,farthest,sink,['desk'],[13],"['choose', 'the', 'sink', 'that', 'is', 'far', 'away', 'from', 'the', 'desk']",sr3d,True,True,True,choose the sink that is far away from the desk,sink,"['desk', 'sink']","['desk', 'sink']","[['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer'], ['sink', 'soap dish', 'toilet', 'bathroom counter', 'soap', 'boat', 'counter', 'washing machine', 'picture', 'water fountain', 'bath products']]"
820,scene0271_01,13,[27],select the backpack that is in the center of the end table and the radiator,scene0271_01-backpack-2-13-27,between,between,backpack,"['end table', 'radiator']","[19, 32]","['select', 'the', 'backpack', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'end', 'table', 'and', 'the', 'radiator']",sr3d,True,True,True,select the backpack that is in the center of the end table and the radiator,backpack,"['end table', 'radiator', 'backpack']","['end table', 'radiator', 'backpack']","[['end table', 'side table', 'table', 'coffee table', 'dining table', 'nightstand', 'folded table', 'tv stand', 'furniture', 'desk', 'round table'], ['radiator', 'boiler', 'fan', 'piano', 'rod', 'vent', 'refrigerator', 'car', 'heater', 'pipe', 'rail'], ['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag']]"
821,scene0209_02,1,[2],select the bed that is far from the backpack,scene0209_02-bed-2-1-2,horizontal,farthest,bed,['backpack'],[36],"['select', 'the', 'bed', 'that', 'is', 'far', 'from', 'the', 'backpack']",sr3d,True,True,True,select the bed that is far from the backpack,bed,"['backpack', 'bed']","['backpack', 'bed']","[['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag'], ['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch']]"
822,scene0060_01,12,[28],select the monitor that is closer to the backpack,scene0060_01-monitor-2-12-28,horizontal,closest,monitor,['backpack'],[7],"['select', 'the', 'monitor', 'that', 'is', 'closer', 'to', 'the', 'backpack']",sr3d,True,True,True,select the monitor that is closer to the backpack,monitor,"['backpack', 'monitor']","['backpack', 'monitor']","[['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag'], ['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater']]"
823,scene0521_00,11,[10],select the dresser that is farthest from the laundry hamper,scene0521_00-dresser-2-11-10,horizontal,farthest,dresser,['laundry hamper'],[9],"['select', 'the', 'dresser', 'that', 'is', 'farthest', 'from', 'the', 'laundry', 'hamper']",sr3d,True,True,True,select the dresser that is farthest from the laundry hamper,dresser,"['laundry hamper', 'dresser']","['laundry hamper', 'dresser']","[['laundry hamper', 'laundry basket', 'laundry bag', 'hamper', 'recycling bin', 'trash can', 'clothes dryer', 'trash bin', 'storage bin', 'washing machine', 'plastic storage bin'], ['dresser', 'drawer', 'wardrobe cabinet', 'cabinet', 'tv stand', 'wardrobe closet', 'bookshelf', 'nightstand', 'shelf', 'kitchen cabinet', 'closet']]"
824,scene0588_01,8,"[5, 9, 27]",select the couch that is near the curtain,scene0588_01-couch-4-8-5-9-27,horizontal,closest,couch,['curtain'],[15],"['select', 'the', 'couch', 'that', 'is', 'near', 'the', 'curtain']",sr3d,True,True,True,select the couch that is near the curtain,couch,"['curtain', 'couch']","['curtain', 'couch']","[['curtain', 'curtain rod', 'cloth', 'shower curtain', 'blinds', 'blanket', 'window', 'decoration', 'screen', 'wall hanging', 'toilet paper'], ['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat']]"
825,scene0147_00,8,[7],select the nightstand with a lamp on its top,scene0147_00-nightstand-2-8-7,support,supporting,nightstand,['lamp'],[31],"['select', 'the', 'nightstand', 'with', 'a', 'lamp', 'on', 'its', 'top']",sr3d,True,True,True,select the nightstand with a lamp on its top,nightstand,"['lamp', 'nightstand']","['lamp', 'nightstand']","[['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin'], ['nightstand', 'side table', 'end table', 'drawer', 'table', 'dresser', 'tv stand', 'desk', 'bookshelf', 'coffee table', 'night light']]"
826,scene0215_01,16,[24],the trash can that is far from the whiteboard,scene0215_01-trash_can-2-16-24,horizontal,farthest,trash can,['whiteboard'],[21],"['the', 'trash', 'can', 'that', 'is', 'far', 'from', 'the', 'whiteboard']",sr3d,True,True,True,the trash can that is far from the whiteboard,trash can,"['whiteboard', 'trash can']","['whiteboard', 'trash can']","[['whiteboard', 'board', 'blackboard', 'sign', 'painting', 'whiteboard eraser', 'picture', 'bulletin board', 'notepad', 'display', 'cardboard'], ['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container']]"
827,scene0288_00,39,[38],the stool that is next to the chair,scene0288_00-stool-2-39-38,horizontal,closest,stool,['chair'],[2],"['the', 'stool', 'that', 'is', 'next', 'to', 'the', 'chair']",sr3d,True,True,True,the stool that is next to the chair,stool,"['chair', 'stool']","['chair', 'stool']","[['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch'], ['stool', 'stepstool', 'step stool', 'chair', 'footstool', 'side table', 'seat', 'office chair', 'furniture', 'end table', 'folded chair']]"
828,scene0440_02,7,[6],choose the bed that is close to the door,scene0440_02-bed-2-7-6,horizontal,closest,bed,['door'],[10],"['choose', 'the', 'bed', 'that', 'is', 'close', 'to', 'the', 'door']",sr3d,True,True,True,choose the bed that is close to the door,bed,"['door', 'bed']","['door', 'bed']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch']]"
829,scene0101_02,32,[56],the sink that is near the chair,scene0101_02-sink-2-32-56,horizontal,closest,sink,['chair'],[8],"['the', 'sink', 'that', 'is', 'near', 'the', 'chair']",sr3d,True,True,True,the sink that is near the chair,sink,"['chair', 'sink']","['chair', 'sink']","[['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch'], ['sink', 'soap dish', 'toilet', 'bathroom counter', 'soap', 'boat', 'counter', 'washing machine', 'picture', 'water fountain', 'bath products']]"
